order_id,order_date,warehouse_id,product_id,quantity,sales_amount
O019658,2024-06-01,W004,P032,8,9471.92
O019659,2024-06-01,W005,P047,11,13062.94
O019660,2024-06-01,W005,P038,4,4725.6
O019661,2024-06-01,W003,P044,10,11760.3
O019662,2024-06-01,W005,P007,3,3348.33
O019663,2024-06-01,W005,P015,9,6771.87
O019664,2024-06-01,W002,P049,7,5572.98
O019665,2024-06-01,W002,P040,2,991.6
O019666,2024-06-01,W005,P015,3,2257.29
O019667,2024-06-01,W001,P045,17,22514.63
O019668,2024-06-01,W005,P027,19,31104.14
O019669,2024-06-01,W003,P017,19,3758.39
O019670,2024-06-01,W005,P028,19,20585.17
O019671,2024-06-01,W002,P009,2,1027.16
O019672,2024-06-01,W004,P005,10,10091.3
O019673,2024-06-01,W001,P007,4,4464.44
O019674,2024-06-01,W005,P017,13,2571.53
O019675,2024-06-01,W001,P043,9,4337.19
O019676,2024-06-01,W004,P049,9,7165.26
O019677,2024-06-01,W001,P033,9,4351.05
O019678,2024-06-01,W001,P046,8,2130.8
O019679,2024-06-01,W003,P015,10,7524.3
O019680,2024-06-01,W004,P018,2,3260.04
O019681,2024-06-01,W003,P049,6,4776.84
O019682,2024-06-01,W001,P037,1,93.33
O019683,2024-06-01,W005,P049,6,4776.84
O019684,2024-06-01,W005,P035,15,3247.95
O019685,2024-06-01,W001,P008,20,5835.8
O019686,2024-06-01,W003,P011,17,13775.95
O019687,2024-06-01,W001,P020,9,9224.01
O019688,2024-06-01,W002,P029,3,529.95
O019689,2024-06-01,W001,P019,3,1281.42
O019690,2024-06-01,W001,P011,10,8103.5
O019691,2024-06-01,W005,P044,15,17640.45
O019692,2024-06-01,W005,P037,2,186.66
O019693,2024-06-01,W004,P002,8,9297.68
O019694,2024-06-01,W001,P048,12,14048.64
O019695,2024-06-01,W003,P029,3,529.95
O019696,2024-06-01,W002,P006,10,1239.5
O019697,2024-06-01,W005,P008,6,1750.74
O019698,2024-06-01,W001,P020,10,10248.9
O019699,2024-06-01,W003,P026,6,9701.88
O019700,2024-06-01,W001,P010,16,10125.76
O019701,2024-06-01,W003,P043,19,9156.29
O019702,2024-06-01,W002,P026,12,19403.76
O019703,2024-06-01,W001,P042,15,6766.65
O019704,2024-06-01,W001,P033,3,1450.35
O019705,2024-06-01,W001,P036,8,8270.32
O019706,2024-06-01,W004,P029,1,176.65
O019707,2024-06-01,W003,P044,9,10584.27
O019708,2024-06-01,W005,P023,19,8979.59
O019709,2024-06-01,W005,P002,11,12784.31
O019710,2024-06-01,W003,P018,2,3260.04
O019711,2024-06-01,W004,P018,4,6520.08
O019712,2024-06-01,W005,P011,12,9724.2
O019713,2024-06-01,W003,P037,3,279.99
O019714,2024-06-01,W005,P033,9,4351.05
O019715,2024-06-01,W004,P040,3,1487.4
O019716,2024-06-01,W005,P046,18,4794.3
O019717,2024-06-01,W003,P049,10,7961.4
O019718,2024-06-01,W003,P005,4,4036.52
O019719,2024-06-01,W001,P010,12,7594.32
O019720,2024-06-01,W003,P037,4,373.32
O019721,2024-06-01,W001,P023,11,5198.71
O019722,2024-06-01,W004,P003,17,4359.14
O019723,2024-06-01,W002,P030,4,518.84
O019724,2024-06-01,W002,P022,4,577.24
O019725,2024-06-01,W004,P018,5,8150.1
O019726,2024-06-01,W004,P006,3,371.85
O019727,2024-06-01,W002,P034,4,1236.64
O019728,2024-06-01,W001,P046,15,3995.25
O019729,2024-06-01,W004,P007,4,4464.44
O019730,2024-06-01,W002,P040,10,4958.0
O019731,2024-06-01,W003,P032,7,8287.93
O019732,2024-06-01,W003,P033,9,4351.05
O019733,2024-06-01,W001,P048,6,7024.32
O019734,2024-06-01,W005,P028,13,14084.59
O019735,2024-06-01,W004,P008,13,3793.27
O019736,2024-06-01,W004,P037,3,279.99
O019737,2024-06-01,W005,P016,10,8167.7
O019738,2024-06-01,W003,P026,6,9701.88
O019739,2024-06-01,W001,P028,18,19501.74
O019740,2024-06-01,W005,P022,10,1443.1
O019741,2024-06-01,W004,P030,9,1167.39
O019742,2024-06-01,W005,P039,3,2922.09
O019743,2024-06-01,W002,P047,9,10687.86
O019744,2024-06-01,W003,P040,9,4462.2
O019745,2024-06-01,W003,P014,11,3977.38
O019746,2024-06-01,W001,P015,8,6019.44
O019747,2024-06-01,W001,P040,5,2479.0
O019748,2024-06-01,W002,P025,1,746.39
O019749,2024-06-01,W002,P035,17,3681.01
O019750,2024-06-01,W001,P041,7,9584.96
O019751,2024-06-01,W004,P042,14,6315.54
O019752,2024-06-01,W002,P048,11,12877.92
O019753,2024-06-01,W004,P035,11,2381.83
O019754,2024-06-01,W004,P048,5,5853.6
O019755,2024-06-01,W002,P029,1,176.65
O019756,2024-06-01,W004,P005,10,10091.3
O019757,2024-06-01,W004,P021,1,248.43
O019758,2024-06-01,W004,P019,4,1708.56
O019759,2024-06-01,W001,P045,9,11919.51
O019760,2024-06-01,W001,P017,18,3560.58
O019761,2024-06-01,W003,P020,15,15373.35
O019762,2024-06-01,W004,P021,4,993.72
O019763,2024-06-01,W004,P015,8,6019.44
O019764,2024-06-01,W002,P026,11,17786.78
O019765,2024-06-01,W005,P043,8,3855.28
O019766,2024-06-01,W002,P040,4,1983.2
O019767,2024-06-01,W002,P012,5,2325.25
O019768,2024-06-01,W001,P019,2,854.28
O019769,2024-06-01,W001,P004,12,2170.56
O019770,2024-06-01,W004,P039,2,1948.06
O019771,2024-06-01,W001,P020,19,19472.91
O019772,2024-06-01,W005,P046,11,2929.85
O019773,2024-06-01,W004,P047,6,7125.24
O019774,2024-06-01,W001,P012,5,2325.25
O019775,2024-06-01,W002,P022,9,1298.79
O019776,2024-06-01,W005,P048,11,12877.92
O019777,2024-06-01,W004,P041,9,12323.52
O019778,2024-06-01,W003,P039,1,974.03
O019779,2024-06-01,W001,P012,4,1860.2
O019780,2024-06-01,W005,P044,9,10584.27
O019781,2024-06-01,W005,P010,5,3164.3
O019782,2024-06-01,W001,P015,5,3762.15
O019783,2024-06-01,W004,P001,6,4310.76
O019784,2024-06-01,W003,P031,3,1714.02
O019785,2024-06-01,W001,P043,15,7228.65
O019786,2024-06-01,W001,P047,20,23750.8
O019787,2024-06-01,W003,P039,1,974.03
O019788,2024-06-01,W001,P015,4,3009.72
O019789,2024-06-01,W005,P009,5,2567.9
O019790,2024-06-01,W004,P038,8,9451.2
O019791,2024-06-01,W003,P040,5,2479.0
O019792,2024-06-01,W005,P010,18,11391.48
O019793,2024-06-01,W005,P015,3,2257.29
O019794,2024-06-01,W002,P036,2,2067.58
O019795,2024-06-01,W001,P046,11,2929.85
O019796,2024-06-01,W002,P036,5,5168.95
O019797,2024-06-01,W002,P028,19,20585.17
O019798,2024-06-01,W002,P045,17,22514.63
O019799,2024-06-01,W001,P020,6,6149.34
O019800,2024-06-01,W003,P032,8,9471.92
O019801,2024-07-01,W001,P039,3,2922.09
O019802,2024-07-01,W003,P027,7,11459.42
O019803,2024-07-01,W003,P035,8,1732.24
O019804,2024-07-01,W005,P008,7,2042.53
O019805,2024-07-01,W001,P026,14,22637.72
O019806,2024-07-01,W002,P038,4,4725.6
O019807,2024-07-01,W002,P016,3,2450.31
O019808,2024-07-01,W005,P032,10,11839.9
O019809,2024-07-01,W005,P046,15,3995.25
O019810,2024-07-01,W005,P038,5,5907.0
O019811,2024-07-01,W002,P003,7,1794.94
O019812,2024-07-01,W001,P044,7,8232.21
O019813,2024-07-01,W001,P031,2,1142.68
O019814,2024-07-01,W002,P010,9,5695.74
O019815,2024-07-01,W004,P020,19,19472.91
O019816,2024-07-01,W005,P016,2,1633.54
O019817,2024-07-01,W001,P040,6,2974.8
O019818,2024-07-01,W003,P008,5,1458.95
O019819,2024-07-01,W005,P035,11,2381.83
O019820,2024-07-01,W003,P049,6,4776.84
O019821,2024-07-01,W003,P010,15,9492.9
O019822,2024-07-01,W002,P032,6,7103.94
O019823,2024-07-01,W002,P018,6,9780.12
O019824,2024-07-01,W001,P032,10,11839.9
O019825,2024-07-01,W003,P036,6,6202.74
O019826,2024-07-01,W004,P048,20,23414.4
O019827,2024-07-01,W001,P010,11,6961.46
O019828,2024-07-01,W005,P009,10,5135.8
O019829,2024-07-01,W002,P006,2,247.9
O019830,2024-07-01,W005,P005,7,7063.91
O019831,2024-07-01,W004,P005,3,3027.39
O019832,2024-07-01,W001,P019,2,854.28
O019833,2024-07-01,W005,P029,2,353.3
O019834,2024-07-01,W002,P020,7,7174.23
O019835,2024-07-01,W001,P043,9,4337.19
O019836,2024-07-01,W003,P010,16,10125.76
O019837,2024-07-01,W001,P021,4,993.72
O019838,2024-07-01,W002,P007,1,1116.11
O019839,2024-07-01,W004,P049,4,3184.56
O019840,2024-07-01,W004,P036,6,6202.74
O019841,2024-07-01,W003,P005,10,10091.3
O019842,2024-07-01,W004,P030,8,1037.68
O019843,2024-07-01,W005,P040,8,3966.4
O019844,2024-07-01,W001,P045,20,26487.8
O019845,2024-07-01,W004,P041,10,13692.8
O019846,2024-07-01,W004,P045,10,13243.9
O019847,2024-07-01,W005,P027,9,14733.54
O019848,2024-07-01,W001,P020,10,10248.9
O019849,2024-07-01,W005,P032,7,8287.93
O019850,2024-07-01,W005,P041,3,4107.84
O019851,2024-07-01,W001,P006,6,743.7
O019852,2024-07-01,W001,P004,5,904.4
O019853,2024-07-01,W005,P047,9,10687.86
O019854,2024-07-01,W003,P038,4,4725.6
O019855,2024-07-01,W002,P004,17,3074.96
O019856,2024-07-01,W003,P007,1,1116.11
O019857,2024-07-01,W004,P027,10,16370.6
O019858,2024-07-01,W003,P008,15,4376.85
O019859,2024-07-01,W002,P033,10,4834.5
O019860,2024-07-01,W001,P003,14,3589.88
O019861,2024-07-01,W005,P027,5,8185.3
O019862,2024-07-01,W003,P018,8,13040.16
O019863,2024-07-01,W005,P002,16,18595.36
O019864,2024-07-01,W001,P033,6,2900.7
O019865,2024-07-01,W005,P048,15,17560.8
O019866,2024-07-01,W001,P031,1,571.34
O019867,2024-07-01,W003,P009,2,1027.16
O019868,2024-07-01,W003,P031,2,1142.68
O019869,2024-07-01,W001,P034,4,1236.64
O019870,2024-07-01,W005,P035,19,4114.07
O019871,2024-07-01,W003,P009,8,4108.64
O019872,2024-07-01,W002,P011,10,8103.5
O019873,2024-07-01,W005,P017,14,2769.34
O019874,2024-07-01,W001,P015,5,3762.15
O019875,2024-07-01,W002,P021,1,248.43
O019876,2024-07-01,W002,P044,7,8232.21
O019877,2024-07-01,W001,P014,20,7231.6
O019878,2024-07-01,W004,P001,2,1436.92
O019879,2024-07-01,W002,P016,5,4083.85
O019880,2024-07-01,W003,P035,9,1948.77
O019881,2024-07-01,W002,P022,2,288.62
O019882,2024-07-01,W004,P012,9,4185.45
O019883,2024-07-01,W003,P043,7,3373.37
O019884,2024-07-01,W003,P031,1,571.34
O019885,2024-07-01,W005,P034,2,618.32
O019886,2024-07-01,W002,P033,8,3867.6
O019887,2024-07-01,W001,P017,8,1582.48
O019888,2024-07-01,W004,P007,3,3348.33
O019889,2024-07-01,W002,P022,6,865.86
O019890,2024-07-01,W002,P046,14,3728.9
O019891,2024-07-01,W005,P008,9,2626.11
O019892,2024-07-01,W003,P023,15,7089.15
O019893,2024-07-01,W004,P047,14,16625.56
O019894,2024-07-01,W004,P041,6,8215.68
O019895,2024-07-01,W002,P013,12,9691.2
O019896,2024-07-01,W001,P018,2,3260.04
O019897,2024-07-01,W002,P003,15,3846.3
O019898,2024-07-01,W005,P050,7,656.46
O019899,2024-07-01,W005,P008,16,4668.64
O019900,2024-07-01,W005,P023,12,5671.32
O019901,2024-07-01,W003,P001,8,5747.68
O019902,2024-07-01,W002,P039,2,1948.06
O019903,2024-07-01,W003,P035,6,1299.18
O019904,2024-07-01,W005,P039,3,2922.09
O019905,2024-07-01,W005,P005,6,6054.78
O019906,2024-07-01,W002,P029,2,353.3
O019907,2024-07-01,W002,P014,7,2531.06
O019908,2024-07-01,W002,P040,5,2479.0
O019909,2024-07-01,W005,P025,3,2239.17
O019910,2024-07-01,W003,P026,15,24254.7
O019911,2024-07-01,W001,P011,9,7293.15
O019912,2024-07-01,W001,P041,10,13692.8
O019913,2024-07-01,W001,P024,11,5756.96
O019914,2024-07-01,W005,P046,14,3728.9
O019915,2024-07-01,W004,P044,9,10584.27
O019916,2024-07-01,W004,P039,3,2922.09
O019917,2024-07-01,W001,P014,10,3615.8
O019918,2024-07-01,W003,P026,15,24254.7
O019919,2024-07-01,W001,P035,11,2381.83
O019920,2024-07-01,W003,P039,1,974.03
O019921,2024-07-01,W003,P028,8,8667.44
O019922,2024-07-01,W002,P003,8,2051.36
O019923,2024-07-01,W003,P003,19,4871.98
O019924,2024-07-01,W005,P033,5,2417.25
O019925,2024-07-01,W003,P002,5,5811.05
O019926,2024-07-01,W004,P029,1,176.65
O019927,2024-07-01,W004,P041,2,2738.56
O019928,2024-07-01,W001,P048,5,5853.6
O019929,2024-07-01,W005,P047,12,14250.48
O019930,2024-07-01,W001,P029,2,353.3
O019931,2024-07-01,W003,P039,4,3896.12
O019932,2024-07-01,W002,P012,3,1395.15
O019933,2024-07-01,W003,P024,12,6280.32
O019934,2024-07-01,W002,P040,9,4462.2
O019935,2024-07-01,W003,P013,8,6460.8
O019936,2024-07-01,W004,P021,2,496.86
O019937,2024-07-01,W005,P025,1,746.39
O019938,2024-07-01,W002,P043,10,4819.1
O019939,2024-07-01,W003,P002,6,6973.26
O019940,2024-07-01,W001,P009,7,3595.06
O019941,2024-07-01,W005,P013,20,16152.0
O019942,2024-07-01,W003,P035,7,1515.71
O019943,2024-07-01,W005,P015,7,5267.01
O019944,2024-07-01,W001,P041,2,2738.56
O019945,2024-07-01,W002,P010,20,12657.2
O019946,2024-07-01,W003,P001,10,7184.6
O019947,2024-07-01,W005,P032,7,8287.93
O019948,2024-07-01,W004,P046,13,3462.55
O019949,2024-07-01,W002,P015,7,5267.01
O019950,2024-07-01,W001,P041,10,13692.8
O019951,2024-07-01,W001,P046,10,2663.5
O019952,2024-07-01,W004,P020,10,10248.9
O019953,2024-07-01,W001,P041,6,8215.68
O019954,2024-07-01,W005,P009,10,5135.8
O019955,2024-07-01,W005,P020,7,7174.23
O019956,2024-07-01,W004,P047,12,14250.48
O019957,2024-07-01,W003,P019,4,1708.56
O019958,2024-07-01,W004,P042,10,4511.1
O019959,2024-07-01,W004,P042,18,8119.98
O019960,2024-07-01,W005,P048,11,12877.92
O019961,2024-07-01,W005,P043,9,4337.19
O019962,2024-07-01,W001,P023,16,7561.76
O019963,2024-07-01,W001,P024,19,9943.84
O019964,2024-07-01,W001,P017,16,3164.96
O019965,2024-07-01,W002,P048,12,14048.64
O019966,2024-07-01,W001,P019,2,854.28
O019967,2024-07-01,W003,P040,6,2974.8
O019968,2024-07-01,W005,P008,16,4668.64
O019969,2024-07-01,W005,P036,10,10337.9
O019970,2024-07-01,W002,P045,17,22514.63
O019971,2024-07-01,W005,P031,3,1714.02
O019972,2024-07-01,W003,P015,5,3762.15
O019973,2024-07-01,W004,P014,8,2892.64
O019974,2024-07-01,W003,P041,2,2738.56
O019975,2024-07-01,W002,P039,1,974.03
O019976,2024-07-01,W002,P002,6,6973.26
O019977,2024-07-01,W005,P007,1,1116.11
O019978,2024-07-01,W002,P039,1,974.03
O019979,2024-07-01,W001,P008,14,4085.06
O019980,2024-07-01,W001,P032,7,8287.93
O019981,2024-07-01,W003,P037,4,373.32
O019982,2024-07-01,W005,P028,10,10834.3
O019983,2024-07-01,W001,P027,11,18007.66
O019984,2024-07-01,W003,P033,6,2900.7
O019985,2024-07-01,W003,P015,2,1504.86
O019986,2024-07-01,W003,P014,14,5062.12
O019987,2024-07-01,W003,P049,9,7165.26
O019988,2024-07-01,W003,P023,5,2363.05
O019989,2024-07-01,W005,P010,12,7594.32
O019990,2024-07-01,W005,P010,8,5062.88
O019991,2024-07-01,W004,P006,5,619.75
O019992,2024-07-01,W004,P042,7,3157.77
O019993,2024-07-01,W005,P021,1,248.43
O019994,2024-07-01,W004,P015,4,3009.72
O019995,2024-07-01,W004,P008,14,4085.06
O019996,2024-07-01,W004,P015,7,5267.01
O019997,2024-07-01,W003,P019,2,854.28
O019998,2024-07-01,W005,P020,18,18448.02
O019999,2024-07-01,W005,P027,11,18007.66
O020000,2024-07-01,W005,P029,2,353.3
O020001,2024-07-01,W001,P014,10,3615.8
O020002,2024-07-01,W002,P034,2,618.32
O020003,2024-07-01,W002,P049,4,3184.56
O020004,2024-07-01,W004,P004,14,2532.32
O020005,2024-07-01,W005,P017,12,2373.72
O020006,2024-07-01,W002,P031,3,1714.02
O020007,2024-07-01,W001,P011,17,13775.95
O020008,2024-07-01,W003,P022,10,1443.1
O020009,2024-07-01,W003,P040,4,1983.2
O020010,2024-07-01,W003,P024,6,3140.16
O020011,2024-07-01,W002,P016,5,4083.85
O020012,2024-07-01,W001,P002,8,9297.68
O020013,2024-07-01,W005,P023,13,6143.93
O020014,2024-07-01,W005,P047,5,5937.7
O020015,2024-07-01,W003,P048,7,8195.04
O020016,2024-07-01,W003,P016,10,8167.7
O020017,2024-07-01,W005,P046,10,2663.5
O020018,2024-07-01,W004,P015,9,6771.87
O020019,2024-07-01,W003,P038,2,2362.8
O020020,2024-07-01,W005,P037,3,279.99
O020021,2024-07-01,W003,P032,3,3551.97
O020022,2024-07-01,W005,P042,7,3157.77
O020023,2024-07-01,W002,P010,14,8860.04
O020024,2024-07-01,W001,P027,9,14733.54
O020025,2024-07-01,W001,P047,14,16625.56
O020026,2024-07-01,W004,P007,2,2232.22
O020027,2024-07-01,W002,P023,13,6143.93
O020028,2024-07-01,W004,P013,12,9691.2
O020029,2024-07-01,W004,P004,10,1808.8
O020030,2024-07-01,W003,P021,3,745.29
O020031,2024-07-01,W004,P013,14,11306.4
O020032,2024-07-01,W005,P008,13,3793.27
O020033,2024-07-01,W001,P042,16,7217.76
O020034,2024-07-01,W004,P030,3,389.13
O020035,2024-07-01,W005,P004,19,3436.72
O020036,2024-07-01,W003,P037,2,186.66
O020037,2024-07-01,W002,P049,5,3980.7
O020038,2024-07-01,W005,P028,18,19501.74
O020039,2024-07-01,W003,P009,10,5135.8
O020040,2024-07-01,W003,P045,8,10595.12
O020041,2024-07-01,W003,P007,1,1116.11
O020042,2024-07-01,W005,P049,4,3184.56
O020043,2024-07-01,W004,P018,7,11410.14
O020044,2024-07-01,W004,P018,7,11410.14
O020045,2024-07-01,W004,P023,9,4253.49
O020046,2024-07-01,W003,P002,20,23244.2
O020047,2024-07-01,W004,P013,12,9691.2
O020048,2024-07-01,W004,P045,12,15892.68
O020049,2024-07-01,W004,P019,2,854.28
O020050,2024-07-01,W003,P049,5,3980.7
O020051,2024-07-01,W004,P008,10,2917.9
O020052,2024-07-01,W001,P019,4,1708.56
O020053,2024-07-01,W002,P004,20,3617.6
O020054,2024-07-01,W001,P042,6,2706.66
O020055,2024-07-01,W005,P022,10,1443.1
O020056,2024-07-01,W002,P002,13,15108.73
O020057,2024-07-01,W002,P050,17,1594.26
O020058,2024-07-01,W002,P010,12,7594.32
O020059,2024-07-01,W001,P004,10,1808.8
O020060,2024-07-01,W004,P023,15,7089.15
O020061,2024-07-01,W004,P019,4,1708.56
O020062,2024-07-01,W003,P044,14,16464.42
O020063,2024-07-01,W005,P013,17,13729.2
O020064,2024-07-01,W004,P032,5,5919.95
O020065,2024-07-01,W003,P010,8,5062.88
O020066,2024-07-01,W004,P002,12,13946.52
O020067,2024-07-01,W003,P003,10,2564.2
O020068,2024-07-01,W005,P038,9,10632.6
O020069,2024-07-01,W003,P050,5,468.9
O020070,2024-07-01,W005,P014,11,3977.38
O020071,2024-07-01,W003,P040,8,3966.4
O020072,2024-07-01,W003,P031,2,1142.68
O020073,2024-07-01,W003,P015,7,5267.01
O020074,2024-07-01,W004,P011,8,6482.8
O020075,2024-07-01,W003,P019,2,854.28
O020076,2024-07-01,W004,P009,8,4108.64
O020077,2024-07-01,W004,P006,10,1239.5
O020078,2024-07-01,W005,P039,2,1948.06
O020079,2024-07-01,W004,P048,20,23414.4
O020080,2024-07-01,W001,P006,5,619.75
O020081,2024-07-01,W004,P005,3,3027.39
O020082,2024-07-01,W004,P025,4,2985.56
O020083,2024-07-01,W002,P012,4,1860.2
O020084,2024-07-01,W001,P045,19,25163.41
O020085,2024-07-01,W004,P023,13,6143.93
O020086,2024-07-01,W001,P020,13,13323.57
O020087,2024-07-01,W004,P031,2,1142.68
O020088,2024-07-01,W001,P050,13,1219.14
O020089,2024-07-01,W003,P015,5,3762.15
O020090,2024-07-01,W004,P047,17,20188.18
O020091,2024-07-01,W005,P030,3,389.13
O020092,2024-07-01,W004,P009,9,4622.22
O020093,2024-07-01,W004,P010,13,8227.18
O020094,2024-07-01,W002,P037,4,373.32
O020095,2024-07-01,W001,P049,8,6369.12
O020096,2024-07-01,W002,P003,6,1538.52
O020097,2024-07-01,W004,P038,10,11814.0
O020098,2024-07-01,W002,P014,11,3977.38
O020099,2024-07-01,W005,P038,3,3544.2
O020100,2024-07-01,W004,P033,9,4351.05
O020101,2024-07-01,W002,P043,16,7710.56
O020102,2024-07-01,W004,P015,4,3009.72
O020103,2024-07-01,W001,P007,4,4464.44
O020104,2024-07-01,W005,P049,3,2388.42
O020105,2024-07-01,W004,P010,17,10758.62
O020106,2024-07-01,W005,P034,4,1236.64
O020107,2024-07-01,W004,P015,7,5267.01
O020108,2024-07-01,W001,P004,16,2894.08
O020109,2024-07-01,W005,P030,5,648.55
O020110,2024-07-01,W003,P020,18,18448.02
O020111,2024-07-01,W005,P022,2,288.62
O020112,2024-07-01,W001,P040,6,2974.8
O020113,2024-07-01,W004,P040,6,2974.8
O020114,2024-07-01,W004,P049,4,3184.56
O020115,2024-07-01,W005,P015,8,6019.44
O020116,2024-07-01,W001,P025,4,2985.56
O020117,2024-07-01,W002,P047,6,7125.24
O020118,2024-07-01,W005,P029,2,353.3
O020119,2024-07-01,W005,P026,17,27488.66
O020120,2024-07-01,W002,P042,18,8119.98
O020121,2024-07-01,W004,P029,4,706.6
O020122,2024-07-01,W002,P040,8,3966.4
O020123,2024-07-01,W004,P015,7,5267.01
O020124,2024-07-01,W002,P031,2,1142.68
O020125,2024-07-01,W004,P001,2,1436.92
O020126,2024-07-01,W004,P024,16,8373.76
O020127,2024-07-01,W001,P017,5,989.05
O020128,2024-07-01,W005,P018,3,4890.06
O020129,2024-07-01,W002,P033,5,2417.25
O020130,2024-07-01,W005,P037,1,93.33
O020131,2024-07-01,W001,P005,9,9082.17
O020132,2024-07-01,W003,P010,9,5695.74
O020133,2024-07-01,W001,P042,20,9022.2
O020134,2024-07-01,W005,P001,9,6466.14
O020135,2024-07-01,W004,P042,17,7668.87
O020136,2024-07-01,W001,P034,2,618.32
O020137,2024-07-01,W003,P027,7,11459.42
O020138,2024-07-01,W004,P028,13,14084.59
O020139,2024-07-01,W001,P011,5,4051.75
O020140,2024-07-01,W002,P036,2,2067.58
O020141,2024-07-01,W002,P011,10,8103.5
O020142,2024-07-01,W003,P019,4,1708.56
O020143,2024-07-01,W004,P006,8,991.6
O020144,2024-07-01,W003,P006,9,1115.55
O020145,2024-07-01,W003,P036,8,8270.32
O020146,2024-07-01,W004,P027,10,16370.6
O020147,2024-07-01,W004,P023,20,9452.2
O020148,2024-07-01,W001,P020,11,11273.79
O020149,2024-07-01,W005,P034,2,618.32
O020150,2024-07-01,W002,P049,4,3184.56
O020151,2024-07-01,W002,P044,13,15288.39
O020152,2024-07-01,W001,P040,3,1487.4
O020153,2024-07-01,W002,P050,17,1594.26
O020154,2024-07-01,W005,P005,9,9082.17
O020155,2024-07-01,W004,P050,13,1219.14
O020156,2024-07-01,W005,P036,7,7236.53
O020157,2024-07-01,W004,P029,3,529.95
O020158,2024-07-01,W002,P029,2,353.3
O020159,2024-07-01,W003,P037,3,279.99
O020160,2024-07-01,W001,P044,19,22344.57
O020161,2024-07-01,W001,P047,15,17813.1
O020162,2024-07-01,W003,P030,4,518.84
O020163,2024-07-01,W001,P049,4,3184.56
O020164,2024-07-01,W004,P018,8,13040.16
O020165,2024-07-01,W003,P010,18,11391.48
O020166,2024-07-01,W004,P046,13,3462.55
O020167,2024-07-01,W004,P008,7,2042.53
O020168,2024-07-01,W004,P027,6,9822.36
O020169,2024-07-01,W004,P015,3,2257.29
O020170,2024-07-01,W001,P002,7,8135.47
O020171,2024-07-01,W004,P037,4,373.32
O020172,2024-07-01,W004,P026,17,27488.66
O020173,2024-07-01,W001,P004,10,1808.8
O020174,2024-07-01,W002,P001,2,1436.92
O020175,2024-07-01,W002,P045,18,23839.02
O020176,2024-07-01,W003,P050,9,844.02
O020177,2024-07-01,W002,P033,4,1933.8
O020178,2024-07-01,W002,P016,7,5717.39
O020179,2024-07-01,W003,P012,4,1860.2
O020180,2024-07-01,W001,P039,3,2922.09
O020181,2024-07-01,W001,P011,13,10534.55
O020182,2024-07-01,W003,P042,17,7668.87
O020183,2024-07-01,W002,P041,3,4107.84
O020184,2024-07-01,W002,P048,5,5853.6
O020185,2024-07-01,W002,P024,13,6803.68
O020186,2024-07-01,W001,P037,3,279.99
O020187,2024-07-01,W001,P006,5,619.75
O020188,2024-07-01,W005,P026,15,24254.7
O020189,2024-07-01,W003,P023,10,4726.1
O020190,2024-07-01,W003,P045,15,19865.85
O020191,2024-07-01,W001,P029,4,706.6
O020192,2024-07-01,W003,P027,12,19644.72
O020193,2024-07-01,W004,P020,15,15373.35
O020194,2024-07-01,W001,P039,2,1948.06
O020195,2024-07-01,W004,P010,20,12657.2
O020196,2024-07-01,W003,P044,20,23520.6
O020197,2024-07-01,W002,P004,11,1989.68
O020198,2024-07-01,W001,P019,2,854.28
O020199,2024-07-01,W001,P026,8,12935.84
O020200,2024-07-01,W003,P016,4,3267.08
O020201,2024-07-01,W005,P033,7,3384.15
O020202,2024-07-01,W005,P037,3,279.99
O020203,2024-07-01,W004,P003,5,1282.1
O020204,2024-07-01,W004,P039,1,974.03
O020205,2024-07-01,W005,P037,2,186.66
O020206,2024-07-01,W002,P031,1,571.34
O020207,2024-07-01,W001,P017,14,2769.34
O020208,2024-07-01,W005,P004,20,3617.6
O020209,2024-07-01,W001,P043,8,3855.28
O020210,2024-07-01,W002,P043,18,8674.38
O020211,2024-07-01,W003,P028,6,6500.58
O020212,2024-07-01,W004,P046,19,5060.65
O020213,2024-07-01,W005,P021,1,248.43
O020214,2024-07-01,W002,P039,1,974.03
O020215,2024-07-01,W002,P042,19,8571.09
O020216,2024-07-01,W004,P040,2,991.6
O020217,2024-07-01,W003,P013,20,16152.0
O020218,2024-07-01,W003,P005,10,10091.3
O020219,2024-07-01,W005,P022,5,721.55
O020220,2024-07-01,W003,P012,9,4185.45
O020221,2024-07-01,W001,P015,9,6771.87
O020222,2024-07-01,W004,P013,12,9691.2
O020223,2024-07-01,W005,P001,2,1436.92
O020224,2024-07-01,W003,P006,6,743.7
O020225,2024-07-01,W002,P011,18,14586.3
O020226,2024-07-01,W005,P020,14,14348.46
O020227,2024-07-01,W001,P001,6,4310.76
O020228,2024-07-01,W002,P014,9,3254.22
O020229,2024-07-01,W001,P003,17,4359.14
O020230,2024-07-01,W003,P035,17,3681.01
O020231,2024-07-01,W002,P045,11,14568.29
O020232,2024-07-01,W002,P017,20,3956.2
O020233,2024-07-01,W005,P005,5,5045.65
O020234,2024-07-01,W003,P011,7,5672.45
O020235,2024-07-01,W001,P019,4,1708.56
O020236,2024-07-01,W003,P026,19,30722.62
O020237,2024-07-01,W003,P032,5,5919.95
O020238,2024-07-01,W002,P045,15,19865.85
O020239,2024-07-01,W001,P046,13,3462.55
O020240,2024-07-01,W001,P022,8,1154.48
O020241,2024-07-01,W001,P030,5,648.55
O020242,2024-07-01,W001,P012,6,2790.3
