shipment_id,order_id,ship_date,delivery_date,status
SH025084,O025084,2024-11-02,2024-11-04,Delivered
SH025085,O025085,2024-11-03,2024-11-08,Delivered
SH025086,O025086,2024-11-02,2024-11-07,Delivered
SH025087,O025087,2024-11-02,2024-11-04,Delivered
SH025088,O025088,2024-11-02,2024-11-07,Delivered
SH025089,O025089,2024-11-03,2024-11-07,Delivered
SH025090,O025090,2024-11-02,2024-11-04,Delivered
SH025091,O025091,2024-11-04,2024-11-09,Delivered
SH025092,O025092,2024-11-03,2024-11-06,Delivered
SH025093,O025093,2024-11-02,2024-11-13,Delayed
SH025094,O025094,2024-11-04,2024-11-08,Delivered
SH025095,O025095,2024-11-04,2024-11-08,Delivered
SH025096,O025096,2024-11-04,2024-11-09,Delivered
SH025097,O025097,2024-11-02,2024-11-06,Delivered
SH025098,O025098,2024-11-04,2024-11-09,Delivered
SH025099,O025099,2024-11-02,2024-11-07,Delivered
SH025100,O025100,2024-11-02,2024-11-05,Delivered
SH025101,O025101,2024-11-04,2024-11-08,Delivered
SH025102,O025102,2024-11-02,2024-11-11,Delayed
SH025103,O025103,2024-11-04,2024-11-09,Delivered
SH025104,O025104,2024-11-02,2024-11-07,Delivered
SH025105,O025105,2024-11-04,2024-11-08,Delivered
SH025106,O025106,2024-11-04,2024-11-07,Delivered
SH025107,O025107,2024-11-04,2024-11-06,Delivered
SH025108,O025108,2024-11-02,2024-11-05,Delivered
SH025109,O025109,2024-11-02,2024-11-04,Delivered
SH025110,O025110,2024-11-03,2024-11-05,Delivered
SH025111,O025111,2024-11-03,2024-11-05,Delivered
SH025112,O025112,2024-11-04,2024-11-06,Delivered
SH025113,O025113,2024-11-03,2024-11-13,Delayed
SH025114,O025114,2024-11-02,2024-11-06,Delivered
SH025115,O025115,2024-11-02,2024-11-07,Delivered
SH025116,O025116,2024-11-02,2024-11-04,Delivered
SH025117,O025117,2024-11-04,,Cancelled
SH025118,O025118,2024-11-02,2024-11-04,Delivered
SH025119,O025119,2024-11-03,2024-11-08,Delivered
SH025120,O025120,2024-11-02,2024-11-06,Delivered
SH025121,O025121,2024-11-03,2024-11-08,Delivered
SH025122,O025122,2024-11-04,2024-11-11,Delayed
SH025123,O025123,2024-11-04,2024-11-06,Delivered
SH025124,O025124,2024-11-03,2024-11-06,Delivered
SH025125,O025125,2024-11-04,,Cancelled
SH025126,O025126,2024-11-04,2024-11-07,Delivered
SH025127,O025127,2024-11-02,2024-11-09,Delayed
SH025128,O025128,2024-11-02,2024-11-05,Delivered
SH025129,O025129,2024-11-03,2024-11-07,Delivered
SH025130,O025130,2024-11-02,2024-11-06,Delivered
SH025131,O025131,2024-11-02,2024-11-06,Delivered
SH025132,O025132,2024-11-02,2024-11-06,Delivered
SH025133,O025133,2024-11-04,2024-11-06,Delivered
SH025134,O025134,2024-11-02,2024-11-06,Delivered
SH025135,O025135,2024-11-03,2024-11-05,Delivered
SH025136,O025136,2024-11-02,2024-11-07,Delivered
SH025137,O025137,2024-11-02,2024-11-04,Delivered
SH025138,O025138,2024-11-02,2024-11-04,Delivered
SH025139,O025139,2024-11-02,2024-11-05,Delivered
SH025140,O025140,2024-11-03,2024-11-08,Delivered
SH025141,O025141,2024-11-02,2024-11-07,Delivered
SH025142,O025142,2024-11-04,2024-11-07,Delivered
SH025143,O025143,2024-11-03,2024-11-08,Delivered
SH025144,O025144,2024-11-02,2024-11-06,Delivered
SH025145,O025145,2024-11-04,2024-11-06,Delivered
SH025146,O025146,2024-11-04,2024-11-08,Delivered
SH025147,O025147,2024-11-03,2024-11-05,Delivered
SH025148,O025148,2024-11-04,2024-11-07,Delivered
SH025149,O025149,2024-11-03,2024-11-05,Delivered
SH025150,O025150,2024-11-03,2024-11-05,Delivered
SH025151,O025151,2024-11-03,,Cancelled
SH025152,O025152,2024-11-04,2024-11-09,Delivered
SH025153,O025153,2024-11-03,2024-11-05,Delivered
SH025154,O025154,2024-11-02,2024-11-06,Delivered
SH025155,O025155,2024-11-02,2024-11-06,Delivered
SH025156,O025156,2024-11-04,2024-11-07,Delivered
SH025157,O025157,2024-11-03,2024-11-07,Delivered
SH025158,O025158,2024-11-03,2024-11-07,Delivered
SH025159,O025159,2024-11-04,2024-11-08,Delivered
SH025160,O025160,2024-11-02,2024-11-04,Delivered
SH025161,O025161,2024-11-02,2024-11-08,Delayed
SH025162,O025162,2024-11-03,2024-11-05,Delivered
SH025163,O025163,2024-11-03,,Cancelled
SH025164,O025164,2024-11-03,2024-11-05,Delivered
SH025165,O025165,2024-11-04,2024-11-09,Delivered
SH025166,O025166,2024-11-03,2024-11-07,Delivered
SH025167,O025167,2024-11-02,2024-11-04,Delivered
SH025168,O025168,2024-11-03,2024-11-13,Delayed
SH025169,O025169,2024-11-04,2024-11-06,Delivered
SH025170,O025170,2024-11-03,2024-11-08,Delivered
SH025171,O025171,2024-11-03,2024-11-08,Delivered
SH025172,O025172,2024-11-04,2024-11-15,Delayed
SH025173,O025173,2024-11-02,2024-11-04,Delivered
SH025174,O025174,2024-11-02,2024-11-04,Delivered
SH025175,O025175,2024-11-02,2024-11-07,Delivered
SH025176,O025176,2024-11-04,2024-11-06,Delivered
SH025177,O025177,2024-11-04,2024-11-08,Delivered
SH025178,O025178,2024-11-02,2024-11-07,Delivered
SH025179,O025179,2024-11-02,2024-11-12,Delayed
SH025180,O025180,2024-11-02,2024-11-04,Delivered
SH025181,O025181,2024-11-04,2024-11-07,Delivered
SH025182,O025182,2024-11-03,2024-11-07,Delivered
SH025183,O025183,2024-11-03,2024-11-08,Delivered
SH025184,O025184,2024-11-03,2024-11-06,Delivered
SH025185,O025185,2024-11-02,2024-11-06,Delivered
SH025186,O025186,2024-11-02,2024-11-05,Delivered
SH025187,O025187,2024-11-02,2024-11-04,Delivered
SH025188,O025188,2024-11-04,2024-11-08,Delivered
SH025189,O025189,2024-11-02,2024-11-04,Delivered
SH025190,O025190,2024-11-04,2024-11-06,Delivered
SH025191,O025191,2024-11-04,2024-11-06,Delivered
SH025192,O025192,2024-11-04,2024-11-06,Delivered
SH025193,O025193,2024-11-04,2024-11-13,Delayed
SH025194,O025194,2024-11-04,2024-11-06,Delivered
SH025195,O025195,2024-11-03,2024-11-08,Delivered
SH025196,O025196,2024-11-03,2024-11-08,Delivered
SH025197,O025197,2024-11-04,2024-11-07,Delivered
SH025198,O025198,2024-11-02,2024-11-06,Delivered
SH025199,O025199,2024-11-03,2024-11-08,Delivered
SH025200,O025200,2024-11-02,2024-11-06,Delivered
SH025201,O025201,2024-11-04,,Cancelled
SH025202,O025202,2024-11-02,,Cancelled
SH025203,O025203,2024-11-03,2024-11-07,Delivered
SH025204,O025204,2024-11-02,,Cancelled
SH025205,O025205,2024-11-03,2024-11-12,Delayed
SH025206,O025206,2024-11-04,2024-11-07,Delivered
SH025207,O025207,2024-11-02,,Cancelled
SH025208,O025208,2024-11-04,2024-11-16,Delayed
SH025209,O025209,2024-11-04,2024-11-07,Delivered
SH025210,O025210,2024-11-04,2024-11-06,Delivered
SH025211,O025211,2024-11-02,2024-11-06,Delivered
SH025212,O025212,2024-11-03,2024-11-08,Delivered
SH025213,O025213,2024-11-02,2024-11-06,Delivered
SH025214,O025214,2024-11-04,2024-11-08,Delivered
SH025215,O025215,2024-11-02,2024-11-06,Delivered
SH025216,O025216,2024-11-03,2024-11-08,Delivered
SH025217,O025217,2024-11-03,2024-11-06,Delivered
SH025218,O025218,2024-11-04,2024-11-09,Delivered
SH025219,O025219,2024-11-04,2024-11-06,Delivered
SH025220,O025220,2024-11-02,2024-11-04,Delivered
SH025221,O025221,2024-11-04,2024-11-06,Delivered
SH025222,O025222,2024-11-04,2024-11-06,Delivered
SH025223,O025223,2024-11-02,2024-11-14,Delayed
SH025224,O025224,2024-11-02,2024-11-05,Delivered
SH025225,O025225,2024-11-02,2024-11-04,Delivered
SH025226,O025226,2024-11-02,2024-11-06,Delivered
SH025227,O025227,2024-11-02,2024-11-11,Delayed
SH025228,O025228,2024-11-02,2024-11-04,Delivered
SH025229,O025229,2024-11-02,2024-11-05,Delivered
SH025230,O025230,2024-11-03,2024-11-06,Delivered
SH025231,O025231,2024-11-04,,Cancelled
SH025232,O025232,2024-11-04,2024-11-06,Delivered
SH025233,O025233,2024-11-04,2024-11-08,Delivered
SH025234,O025234,2024-11-04,2024-11-09,Delivered
SH025235,O025235,2024-11-04,2024-11-07,Delivered
SH025236,O025236,2024-11-02,2024-11-06,Delivered
SH025237,O025237,2024-11-03,2024-11-07,Delivered
SH025238,O025238,2024-11-03,2024-11-08,Delivered
SH025239,O025239,2024-11-04,2024-11-08,Delivered
SH025240,O025240,2024-11-03,2024-11-06,Delivered
SH025241,O025241,2024-11-02,2024-11-06,Delivered
SH025242,O025242,2024-11-02,2024-11-04,Delivered
SH025243,O025243,2024-11-02,2024-11-04,Delivered
SH025244,O025244,2024-11-02,2024-11-04,Delivered
SH025245,O025245,2024-11-03,2024-11-05,Delivered
SH025246,O025246,2024-11-04,2024-11-09,Delivered
SH025247,O025247,2024-11-02,2024-11-05,Delivered
SH025248,O025248,2024-11-03,2024-11-09,Delayed
SH025249,O025249,2024-11-02,2024-11-04,Delivered
SH025250,O025250,2024-11-03,2024-11-08,Delivered
SH025251,O025251,2024-11-03,2024-11-11,Delayed
SH025252,O025252,2024-11-04,2024-11-09,Delivered
SH025253,O025253,2024-11-03,2024-11-06,Delivered
SH025254,O025254,2024-11-04,2024-11-08,Delivered
SH025255,O025255,2024-11-04,2024-11-07,Delivered
SH025256,O025256,2024-11-03,2024-11-12,Delayed
SH025257,O025257,2024-11-04,2024-11-07,Delivered
SH025258,O025258,2024-11-04,2024-11-09,Delivered
SH025259,O025259,2024-11-04,2024-11-06,Delivered
SH025260,O025260,2024-11-03,2024-11-07,Delivered
SH025261,O025261,2024-11-02,2024-11-07,Delivered
SH025262,O025262,2024-11-02,2024-11-06,Delivered
SH025263,O025263,2024-11-03,2024-11-05,Delivered
SH025264,O025264,2024-11-02,2024-11-05,Delivered
SH025265,O025265,2024-11-02,2024-11-06,Delivered
SH025266,O025266,2024-11-03,2024-11-05,Delivered
SH025267,O025267,2024-11-04,2024-11-06,Delivered
SH025268,O025268,2024-11-04,2024-11-06,Delivered
SH025269,O025269,2024-11-02,2024-11-06,Delivered
SH025270,O025270,2024-11-02,2024-11-09,Delayed
SH025271,O025271,2024-11-04,2024-11-08,Delivered
SH025272,O025272,2024-11-03,2024-11-09,Delayed
SH025273,O025273,2024-11-02,2024-11-05,Delivered
SH025274,O025274,2024-11-04,,Cancelled
SH025275,O025275,2024-11-02,2024-11-05,Delivered
SH025276,O025276,2024-11-02,2024-11-04,Delivered
SH025277,O025277,2024-11-04,2024-11-08,Delivered
SH025278,O025278,2024-11-03,2024-11-07,Delivered
SH025279,O025279,2024-11-02,2024-11-04,Delivered
SH025280,O025280,2024-11-04,2024-11-07,Delivered
SH025281,O025281,2024-11-03,2024-11-06,Delivered
SH025282,O025282,2024-11-03,2024-11-07,Delivered
SH025283,O025283,2024-11-02,2024-11-07,Delivered
SH025284,O025284,2024-11-04,2024-11-07,Delivered
SH025285,O025285,2024-11-04,2024-11-12,Delayed
SH025286,O025286,2024-11-02,2024-11-06,Delivered
SH025287,O025287,2024-11-02,2024-11-07,Delivered
SH025288,O025288,2024-11-04,2024-11-09,Delivered
SH025289,O025289,2024-11-02,2024-11-09,Delayed
SH025290,O025290,2024-11-04,2024-11-08,Delivered
SH025291,O025291,2024-11-04,2024-11-08,Delivered
SH025292,O025292,2024-11-03,2024-11-08,Delivered
SH025293,O025293,2024-11-03,2024-11-05,Delivered
SH025294,O025294,2024-11-03,2024-11-07,Delivered
SH025295,O025295,2024-11-02,2024-11-07,Delivered
SH025296,O025296,2024-11-03,2024-11-07,Delivered
SH025297,O025297,2024-11-03,2024-11-07,Delivered
SH025298,O025298,2024-11-02,2024-11-07,Delivered
SH025299,O025299,2024-11-03,2024-11-11,Delayed
SH025300,O025300,2024-11-03,2024-11-05,Delivered
SH025301,O025301,2024-12-02,2024-12-04,Delivered
SH025302,O025302,2024-12-02,2024-12-07,Delivered
SH025303,O025303,2024-12-04,2024-12-06,Delivered
SH025304,O025304,2024-12-04,2024-12-06,Delivered
SH025305,O025305,2024-12-02,2024-12-06,Delivered
SH025306,O025306,2024-12-02,2024-12-07,Delivered
SH025307,O025307,2024-12-03,2024-12-06,Delivered
SH025308,O025308,2024-12-03,2024-12-05,Delivered
SH025309,O025309,2024-12-03,2024-12-06,Delivered
SH025310,O025310,2024-12-02,2024-12-07,Delivered
SH025311,O025311,2024-12-03,2024-12-07,Delivered
SH025312,O025312,2024-12-02,2024-12-04,Delivered
SH025313,O025313,2024-12-03,2024-12-08,Delivered
SH025314,O025314,2024-12-03,2024-12-06,Delivered
SH025315,O025315,2024-12-04,2024-12-06,Delivered
SH025316,O025316,2024-12-03,2024-12-07,Delivered
SH025317,O025317,2024-12-04,2024-12-08,Delivered
SH025318,O025318,2024-12-03,2024-12-11,Delayed
SH025319,O025319,2024-12-04,2024-12-10,Delayed
SH025320,O025320,2024-12-02,2024-12-05,Delivered
SH025321,O025321,2024-12-02,2024-12-04,Delivered
SH025322,O025322,2024-12-02,2024-12-07,Delivered
SH025323,O025323,2024-12-04,2024-12-09,Delivered
SH025324,O025324,2024-12-04,2024-12-08,Delivered
SH025325,O025325,2024-12-04,2024-12-06,Delivered
SH025326,O025326,2024-12-03,2024-12-08,Delivered
SH025327,O025327,2024-12-04,2024-12-08,Delivered
SH025328,O025328,2024-12-02,2024-12-06,Delivered
SH025329,O025329,2024-12-03,2024-12-06,Delivered
SH025330,O025330,2024-12-03,2024-12-06,Delivered
SH025331,O025331,2024-12-04,2024-12-06,Delivered
SH025332,O025332,2024-12-04,2024-12-14,Delayed
SH025333,O025333,2024-12-02,2024-12-13,Delayed
SH025334,O025334,2024-12-02,2024-12-04,Delivered
SH025335,O025335,2024-12-04,2024-12-16,Delayed
SH025336,O025336,2024-12-02,2024-12-06,Delivered
SH025337,O025337,2024-12-03,2024-12-06,Delivered
SH025338,O025338,2024-12-04,2024-12-13,Delayed
SH025339,O025339,2024-12-03,2024-12-08,Delivered
SH025340,O025340,2024-12-04,2024-12-07,Delivered
SH025341,O025341,2024-12-03,2024-12-08,Delivered
SH025342,O025342,2024-12-02,2024-12-06,Delivered
SH025343,O025343,2024-12-02,2024-12-10,Delayed
SH025344,O025344,2024-12-04,2024-12-12,Delayed
SH025345,O025345,2024-12-02,2024-12-05,Delivered
SH025346,O025346,2024-12-04,2024-12-06,Delivered
SH025347,O025347,2024-12-02,2024-12-04,Delivered
SH025348,O025348,2024-12-03,2024-12-14,Delayed
SH025349,O025349,2024-12-04,,Cancelled
SH025350,O025350,2024-12-04,2024-12-08,Delivered
SH025351,O025351,2024-12-04,2024-12-14,Delayed
SH025352,O025352,2024-12-03,2024-12-07,Delivered
SH025353,O025353,2024-12-02,2024-12-04,Delivered
SH025354,O025354,2024-12-02,2024-12-06,Delivered
SH025355,O025355,2024-12-04,2024-12-06,Delivered
SH025356,O025356,2024-12-03,2024-12-05,Delivered
SH025357,O025357,2024-12-04,2024-12-09,Delivered
SH025358,O025358,2024-12-03,2024-12-05,Delivered
SH025359,O025359,2024-12-02,2024-12-07,Delivered
SH025360,O025360,2024-12-03,2024-12-07,Delivered
SH025361,O025361,2024-12-03,2024-12-07,Delivered
SH025362,O025362,2024-12-03,2024-12-05,Delivered
SH025363,O025363,2024-12-03,2024-12-07,Delivered
SH025364,O025364,2024-12-04,2024-12-07,Delivered
SH025365,O025365,2024-12-02,2024-12-12,Delayed
SH025366,O025366,2024-12-02,2024-12-07,Delivered
SH025367,O025367,2024-12-02,2024-12-06,Delivered
SH025368,O025368,2024-12-03,2024-12-05,Delivered
SH025369,O025369,2024-12-02,2024-12-04,Delivered
SH025370,O025370,2024-12-04,2024-12-13,Delayed
SH025371,O025371,2024-12-04,2024-12-06,Delivered
SH025372,O025372,2024-12-04,2024-12-12,Delayed
SH025373,O025373,2024-12-03,2024-12-06,Delivered
SH025374,O025374,2024-12-03,2024-12-08,Delivered
SH025375,O025375,2024-12-04,2024-12-08,Delivered
SH025376,O025376,2024-12-04,2024-12-11,Delayed
SH025377,O025377,2024-12-04,2024-12-09,Delivered
SH025378,O025378,2024-12-04,2024-12-07,Delivered
SH025379,O025379,2024-12-02,2024-12-09,Delayed
SH025380,O025380,2024-12-03,2024-12-05,Delivered
SH025381,O025381,2024-12-02,2024-12-06,Delivered
SH025382,O025382,2024-12-04,2024-12-09,Delivered
SH025383,O025383,2024-12-03,2024-12-05,Delivered
SH025384,O025384,2024-12-04,2024-12-08,Delivered
SH025385,O025385,2024-12-02,,Cancelled
SH025386,O025386,2024-12-04,2024-12-09,Delivered
SH025387,O025387,2024-12-03,2024-12-08,Delivered
SH025388,O025388,2024-12-03,2024-12-15,Delayed
SH025389,O025389,2024-12-03,2024-12-08,Delivered
SH025390,O025390,2024-12-03,2024-12-05,Delivered
SH025391,O025391,2024-12-03,2024-12-08,Delivered
SH025392,O025392,2024-12-03,2024-12-07,Delivered
SH025393,O025393,2024-12-02,2024-12-07,Delivered
SH025394,O025394,2024-12-03,2024-12-05,Delivered
SH025395,O025395,2024-12-04,2024-12-07,Delivered
SH025396,O025396,2024-12-02,2024-12-05,Delivered
SH025397,O025397,2024-12-04,2024-12-09,Delivered
SH025398,O025398,2024-12-03,2024-12-06,Delivered
SH025399,O025399,2024-12-03,2024-12-06,Delivered
SH025400,O025400,2024-12-04,2024-12-07,Delivered
SH025401,O025401,2024-12-04,2024-12-09,Delivered
SH025402,O025402,2024-12-04,,Cancelled
SH025403,O025403,2024-12-03,2024-12-14,Delayed
SH025404,O025404,2024-12-02,2024-12-06,Delivered
SH025405,O025405,2024-12-02,2024-12-06,Delivered
SH025406,O025406,2024-12-03,2024-12-07,Delivered
SH025407,O025407,2024-12-02,2024-12-06,Delivered
SH025408,O025408,2024-12-04,2024-12-07,Delivered
SH025409,O025409,2024-12-02,2024-12-07,Delivered
SH025410,O025410,2024-12-03,2024-12-08,Delivered
SH025411,O025411,2024-12-02,2024-12-06,Delivered
SH025412,O025412,2024-12-03,2024-12-05,Delivered
SH025413,O025413,2024-12-03,2024-12-05,Delivered
SH025414,O025414,2024-12-03,2024-12-05,Delivered
SH025415,O025415,2024-12-04,2024-12-09,Delivered
SH025416,O025416,2024-12-04,2024-12-06,Delivered
SH025417,O025417,2024-12-03,2024-12-05,Delivered
SH025418,O025418,2024-12-03,2024-12-06,Delivered
SH025419,O025419,2024-12-03,2024-12-06,Delivered
SH025420,O025420,2024-12-03,2024-12-06,Delivered
SH025421,O025421,2024-12-03,2024-12-07,Delivered
SH025422,O025422,2024-12-03,2024-12-05,Delivered
SH025423,O025423,2024-12-02,2024-12-06,Delivered
SH025424,O025424,2024-12-02,2024-12-06,Delivered
SH025425,O025425,2024-12-02,2024-12-07,Delivered
SH025426,O025426,2024-12-02,2024-12-05,Delivered
SH025427,O025427,2024-12-03,2024-12-08,Delivered
SH025428,O025428,2024-12-03,2024-12-05,Delivered
SH025429,O025429,2024-12-02,2024-12-06,Delivered
SH025430,O025430,2024-12-03,2024-12-05,Delivered
SH025431,O025431,2024-12-04,2024-12-13,Delayed
SH025432,O025432,2024-12-04,2024-12-09,Delivered
SH025433,O025433,2024-12-02,2024-12-05,Delivered
SH025434,O025434,2024-12-04,2024-12-08,Delivered
SH025435,O025435,2024-12-02,,Cancelled
SH025436,O025436,2024-12-04,2024-12-11,Delayed
SH025437,O025437,2024-12-03,2024-12-08,Delivered
SH025438,O025438,2024-12-02,2024-12-08,Delayed
SH025439,O025439,2024-12-03,2024-12-08,Delivered
SH025440,O025440,2024-12-03,2024-12-07,Delivered
SH025441,O025441,2024-12-02,2024-12-04,Delivered
SH025442,O025442,2024-12-04,,Cancelled
SH025443,O025443,2024-12-03,2024-12-07,Delivered
SH025444,O025444,2024-12-02,2024-12-13,Delayed
SH025445,O025445,2024-12-03,2024-12-06,Delivered
SH025446,O025446,2024-12-02,2024-12-04,Delivered
SH025447,O025447,2024-12-03,2024-12-14,Delayed
SH025448,O025448,2024-12-04,2024-12-09,Delivered
SH025449,O025449,2024-12-04,2024-12-09,Delivered
SH025450,O025450,2024-12-02,2024-12-04,Delivered
SH025451,O025451,2024-12-04,2024-12-09,Delivered
SH025452,O025452,2024-12-03,,Cancelled
SH025453,O025453,2024-12-02,2024-12-07,Delivered
SH025454,O025454,2024-12-03,2024-12-05,Delivered
SH025455,O025455,2024-12-03,2024-12-05,Delivered
SH025456,O025456,2024-12-03,2024-12-05,Delivered
SH025457,O025457,2024-12-03,2024-12-15,Delayed
SH025458,O025458,2024-12-03,2024-12-08,Delivered
SH025459,O025459,2024-12-04,2024-12-08,Delivered
SH025460,O025460,2024-12-02,2024-12-04,Delivered
SH025461,O025461,2024-12-02,2024-12-06,Delivered
SH025462,O025462,2024-12-04,2024-12-06,Delivered
SH025463,O025463,2024-12-04,2024-12-06,Delivered
SH025464,O025464,2024-12-03,2024-12-08,Delivered
SH025465,O025465,2024-12-04,2024-12-07,Delivered
SH025466,O025466,2024-12-03,2024-12-07,Delivered
SH025467,O025467,2024-12-03,2024-12-05,Delivered
SH025468,O025468,2024-12-04,2024-12-09,Delivered
SH025469,O025469,2024-12-04,2024-12-08,Delivered
SH025470,O025470,2024-12-02,2024-12-05,Delivered
SH025471,O025471,2024-12-03,2024-12-07,Delivered
SH025472,O025472,2024-12-04,2024-12-09,Delivered
SH025473,O025473,2024-12-02,,Cancelled
SH025474,O025474,2024-12-02,2024-12-10,Delayed
SH025475,O025475,2024-12-02,2024-12-07,Delivered
SH025476,O025476,2024-12-04,2024-12-08,Delivered
SH025477,O025477,2024-12-02,2024-12-05,Delivered
SH025478,O025478,2024-12-03,2024-12-05,Delivered
SH025479,O025479,2024-12-04,2024-12-09,Delivered
SH025480,O025480,2024-12-02,2024-12-04,Delivered
SH025481,O025481,2024-12-03,2024-12-08,Delivered
SH025482,O025482,2024-12-04,2024-12-07,Delivered
SH025483,O025483,2024-12-02,2024-12-07,Delivered
SH025484,O025484,2024-12-02,2024-12-04,Delivered
SH025485,O025485,2024-12-02,2024-12-06,Delivered
SH025486,O025486,2024-12-02,2024-12-07,Delivered
SH025487,O025487,2024-12-03,,Cancelled
SH025488,O025488,2024-12-04,2024-12-07,Delivered
SH025489,O025489,2024-12-04,2024-12-09,Delivered
SH025490,O025490,2024-12-04,2024-12-16,Delayed
SH025491,O025491,2024-12-03,2024-12-08,Delivered
SH025492,O025492,2024-12-04,2024-12-08,Delivered
SH025493,O025493,2024-12-03,2024-12-07,Delivered
SH025494,O025494,2024-12-04,2024-12-06,Delivered
SH025495,O025495,2024-12-02,2024-12-07,Delivered
SH025496,O025496,2024-12-02,2024-12-07,Delivered
SH025497,O025497,2024-12-04,2024-12-07,Delivered
SH025498,O025498,2024-12-03,2024-12-08,Delivered
SH025499,O025499,2024-12-03,2024-12-07,Delivered
SH025500,O025500,2024-12-04,2024-12-06,Delivered
SH025501,O025501,2024-12-02,2024-12-05,Delivered
SH025502,O025502,2024-12-04,2024-12-08,Delivered
SH025503,O025503,2024-12-02,2024-12-06,Delivered
SH025504,O025504,2024-12-04,2024-12-09,Delivered
SH025505,O025505,2024-12-02,2024-12-05,Delivered
SH025506,O025506,2024-12-03,2024-12-07,Delivered
SH025507,O025507,2024-12-03,2024-12-08,Delivered
SH025508,O025508,2024-12-04,2024-12-09,Delivered
SH025509,O025509,2024-12-02,2024-12-07,Delivered
SH025510,O025510,2024-12-03,2024-12-06,Delivered
SH025511,O025511,2024-12-03,,Cancelled
SH025512,O025512,2024-12-02,2024-12-05,Delivered
SH025513,O025513,2024-12-04,2024-12-06,Delivered
SH025514,O025514,2024-12-04,2024-12-09,Delivered
SH025515,O025515,2024-12-04,2024-12-13,Delayed
SH025516,O025516,2024-12-04,,Cancelled
SH025517,O025517,2024-12-04,2024-12-06,Delivered
SH025518,O025518,2024-12-04,2024-12-07,Delivered
SH025519,O025519,2024-12-03,2024-12-08,Delivered
SH025520,O025520,2024-12-04,2024-12-06,Delivered
SH025521,O025521,2024-12-04,2024-12-06,Delivered
SH025522,O025522,2024-12-03,,Cancelled
SH025523,O025523,2024-12-03,2024-12-10,Delayed
SH025524,O025524,2024-12-04,2024-12-07,Delivered
SH025525,O025525,2024-12-03,2024-12-06,Delivered
SH025526,O025526,2024-12-03,2024-12-08,Delivered
SH025527,O025527,2024-12-03,2024-12-06,Delivered
SH025528,O025528,2024-12-03,2024-12-07,Delivered
SH025529,O025529,2024-12-02,2024-12-04,Delivered
SH025530,O025530,2024-12-03,2024-12-08,Delivered
SH025531,O025531,2024-12-03,2024-12-08,Delivered
SH025532,O025532,2024-12-03,2024-12-06,Delivered
SH025533,O025533,2024-12-02,2024-12-06,Delivered
SH025534,O025534,2024-12-04,2024-12-07,Delivered
SH025535,O025535,2024-12-04,2024-12-08,Delivered
SH025536,O025536,2024-12-02,,Cancelled
SH025537,O025537,2024-12-04,2024-12-07,Delivered
SH025538,O025538,2024-12-04,,Cancelled
SH025539,O025539,2024-12-03,2024-12-05,Delivered
SH025540,O025540,2024-12-04,2024-12-06,Delivered
SH025541,O025541,2024-12-04,2024-12-08,Delivered
SH025542,O025542,2024-12-02,2024-12-07,Delivered
SH025543,O025543,2024-12-04,2024-12-08,Delivered
SH025544,O025544,2024-12-03,2024-12-08,Delivered
SH025545,O025545,2024-12-04,2024-12-08,Delivered
SH025546,O025546,2024-12-03,2024-12-06,Delivered
SH025547,O025547,2024-12-02,2024-12-04,Delivered
SH025548,O025548,2024-12-03,,Cancelled
SH025549,O025549,2024-12-04,2024-12-09,Delivered
SH025550,O025550,2024-12-03,2024-12-08,Delivered
SH025551,O025551,2024-12-02,2024-12-06,Delivered
SH025552,O025552,2024-12-04,2024-12-06,Delivered
SH025553,O025553,2024-12-04,2024-12-09,Delivered
SH025554,O025554,2024-12-04,2024-12-11,Delayed
SH025555,O025555,2024-12-03,2024-12-06,Delivered
SH025556,O025556,2024-12-03,,Cancelled
SH025557,O025557,2024-12-02,2024-12-05,Delivered
SH025558,O025558,2024-12-02,2024-12-04,Delivered
SH025559,O025559,2024-12-04,2024-12-06,Delivered
SH025560,O025560,2024-12-04,2024-12-06,Delivered
SH025561,O025561,2024-12-03,2024-12-06,Delivered
SH025562,O025562,2024-12-02,2024-12-06,Delivered
SH025563,O025563,2024-12-02,2024-12-06,Delivered
SH025564,O025564,2024-12-04,2024-12-06,Delivered
SH025565,O025565,2024-12-04,2024-12-08,Delivered
SH025566,O025566,2024-12-02,2024-12-05,Delivered
SH025567,O025567,2024-12-02,2024-12-06,Delivered
SH025568,O025568,2024-12-04,2024-12-14,Delayed
SH025569,O025569,2024-12-03,2024-12-05,Delivered
SH025570,O025570,2024-12-04,2024-12-08,Delivered
SH025571,O025571,2024-12-04,2024-12-07,Delivered
SH025572,O025572,2024-12-02,2024-12-05,Delivered
SH025573,O025573,2024-12-02,2024-12-06,Delivered
SH025574,O025574,2024-12-03,2024-12-07,Delivered
SH025575,O025575,2024-12-02,2024-12-04,Delivered
SH025576,O025576,2024-12-02,2024-12-06,Delivered
SH025577,O025577,2024-12-02,2024-12-05,Delivered
SH025578,O025578,2024-12-03,2024-12-06,Delivered
SH025579,O025579,2024-12-02,2024-12-04,Delivered
SH025580,O025580,2024-12-04,2024-12-06,Delivered
SH025581,O025581,2024-12-02,2024-12-06,Delivered
SH025582,O025582,2024-12-03,2024-12-10,Delayed
SH025583,O025583,2024-12-02,2024-12-09,Delayed
SH025584,O025584,2024-12-03,2024-12-08,Delivered
SH025585,O025585,2024-12-03,2024-12-05,Delivered
SH025586,O025586,2024-12-03,,Cancelled
