po_id,supplier_id,product_id,order_date,expected_date,received_date,quantity,unit_cost,delay_days
PO006918,S008,P030,2024-05-01,2024-05-09,2024-05-17,274,92.97,8
PO006919,S001,P031,2024-05-01,2024-05-06,2024-05-06,466,419.24,0
PO006920,S014,P047,2024-05-01,2024-05-17,2024-05-17,420,772.75,0
PO006921,S011,P007,2024-05-01,2024-05-21,2024-05-21,58,840.82,0
PO006922,S012,P037,2024-05-01,2024-05-16,2024-05-16,136,55.25,0
PO006923,S012,P034,2024-05-01,2024-05-16,2024-05-16,269,183.88,0
PO006924,S012,P021,2024-05-01,2024-05-16,2024-05-16,466,165.94,0
PO006925,S003,P044,2024-05-01,2024-05-08,2024-05-08,300,743.13,0
PO006926,S005,P008,2024-05-01,2024-05-08,2024-05-08,396,222.73,0
PO006927,S015,P028,2024-05-01,2024-05-17,2024-05-17,205,618.0,0
PO006928,S011,P036,2024-05-01,2024-05-16,2024-05-16,353,783.63,0
PO006929,S003,P008,2024-05-01,2024-05-07,2024-05-07,302,222.73,0
PO006930,S006,P033,2024-05-01,2024-05-10,2024-05-10,73,316.89,0
PO006931,S002,P020,2024-05-01,2024-05-07,2024-05-07,487,700.02,0
PO006932,S012,P036,2024-05-01,2024-05-17,2024-05-23,327,783.63,6
PO006933,S005,P038,2024-05-01,2024-05-07,2024-05-07,81,721.51,0
PO006934,S013,P014,2024-05-01,2024-05-17,2024-05-17,411,239.69,0
PO006935,S013,P037,2024-05-01,2024-05-18,2024-05-23,349,55.25,5
PO006936,S014,P040,2024-05-01,2024-05-19,2024-05-19,431,390.54,0
PO006937,S003,P005,2024-05-01,2024-05-08,2024-05-08,220,621.06,0
PO006938,S014,P029,2024-05-01,2024-05-19,2024-05-22,121,134.07,3
PO006939,S011,P041,2024-05-01,2024-05-16,2024-05-24,275,869.95,8
PO006940,S009,P029,2024-05-01,2024-05-12,2024-05-12,319,134.07,0
PO006941,S005,P004,2024-05-01,2024-05-06,2024-05-06,466,105.18,0
PO006942,S011,P044,2024-05-01,2024-05-21,2024-05-21,86,743.13,0
PO006943,S006,P050,2024-05-01,2024-05-13,2024-05-13,264,74.15,0
PO006944,S009,P048,2024-05-01,2024-05-09,2024-05-09,388,782.42,0
PO006945,S001,P044,2024-05-01,2024-05-06,2024-05-06,336,743.13,0
PO006946,S008,P016,2024-05-01,2024-05-11,2024-05-11,271,627.17,0
PO006947,S010,P041,2024-05-01,2024-05-10,2024-05-10,100,869.95,0
PO006948,S014,P031,2024-05-01,2024-05-18,2024-05-18,310,419.24,0
PO006949,S011,P029,2024-05-01,2024-05-18,2024-05-18,230,134.07,0
PO006950,S003,P017,2024-05-01,2024-05-08,2024-05-08,311,111.8,0
PO006951,S002,P001,2024-05-01,2024-05-06,2024-05-06,367,405.81,0
PO006952,S012,P006,2024-05-01,2024-05-20,2024-05-20,415,69.56,0
PO006953,S010,P018,2024-05-01,2024-05-12,2024-05-12,235,967.35,0
PO006954,S001,P010,2024-05-01,2024-05-06,2024-05-06,218,460.35,0
PO006955,S006,P033,2024-05-01,2024-05-10,2024-05-10,394,316.89,0
PO006956,S009,P001,2024-05-01,2024-05-09,2024-05-09,127,405.81,0
PO006957,S002,P016,2024-05-01,2024-05-06,2024-05-06,406,627.17,0
PO006958,S001,P038,2024-05-01,2024-05-06,2024-05-06,417,721.51,0
PO006959,S003,P045,2024-05-01,2024-05-07,2024-05-07,295,892.85,0
PO006960,S006,P043,2024-05-01,2024-05-11,2024-05-11,132,345.43,0
PO006961,S006,P020,2024-05-01,2024-05-12,2024-05-12,286,700.02,0
PO006962,S007,P001,2024-05-01,2024-05-12,2024-05-12,359,405.81,0
PO006963,S004,P038,2024-05-01,2024-05-07,2024-05-07,295,721.51,0
PO006964,S003,P016,2024-05-01,2024-05-08,2024-05-08,226,627.17,0
PO006965,S006,P031,2024-05-01,2024-05-13,2024-05-13,135,419.24,0
PO006966,S005,P016,2024-05-01,2024-05-08,2024-05-15,473,627.17,7
PO006967,S012,P019,2024-05-01,2024-05-20,2024-05-22,192,339.38,2
PO006968,S003,P017,2024-05-01,2024-05-07,2024-05-07,365,111.8,0
PO006969,S015,P005,2024-05-01,2024-05-18,2024-05-19,314,621.06,1
PO006970,S005,P045,2024-05-01,2024-05-08,2024-05-08,459,892.85,0
PO006971,S005,P019,2024-05-01,2024-05-08,2024-05-08,272,339.38,0
PO006972,S005,P047,2024-05-01,2024-05-08,2024-05-08,412,772.75,0
PO006973,S003,P044,2024-05-01,2024-05-06,2024-05-06,469,743.13,0
PO006974,S007,P044,2024-05-01,2024-05-11,2024-05-11,287,743.13,0
PO006975,S011,P019,2024-05-01,2024-05-18,2024-05-24,319,339.38,6
PO006976,S012,P034,2024-05-01,2024-05-18,2024-05-18,259,183.88,0
PO006977,S003,P042,2024-05-01,2024-05-07,2024-05-07,301,364.35,0
PO006978,S013,P012,2024-05-01,2024-05-17,2024-05-17,300,327.54,0
PO006979,S001,P032,2024-05-01,2024-05-08,2024-05-08,440,837.3,0
PO006980,S006,P040,2024-05-01,2024-05-10,2024-05-16,412,390.54,6
PO006981,S005,P011,2024-05-01,2024-05-06,2024-05-06,123,631.26,0
PO006982,S014,P048,2024-05-01,2024-05-20,2024-05-28,286,782.42,8
PO006983,S014,P021,2024-05-01,2024-05-20,2024-05-20,341,165.94,0
PO006984,S006,P018,2024-05-01,2024-05-10,2024-05-10,205,967.35,0
PO006985,S004,P044,2024-05-01,2024-05-07,2024-05-07,263,743.13,0
PO006986,S009,P018,2024-05-01,2024-05-10,2024-05-10,448,967.35,0
PO006987,S009,P008,2024-05-01,2024-05-11,2024-05-11,476,222.73,0
PO006988,S003,P049,2024-05-01,2024-05-07,2024-05-07,383,546.6,0
PO006989,S008,P037,2024-05-01,2024-05-11,2024-05-11,440,55.25,0
PO006990,S007,P025,2024-05-01,2024-05-13,2024-05-13,449,569.37,0
PO006991,S010,P048,2024-05-01,2024-05-13,2024-05-13,126,782.42,0
PO006992,S014,P016,2024-05-01,2024-05-16,2024-05-23,259,627.17,7
PO006993,S007,P016,2024-05-01,2024-05-11,2024-05-11,289,627.17,0
PO006994,S008,P032,2024-05-01,2024-05-13,2024-05-13,163,837.3,0
PO006995,S006,P035,2024-05-01,2024-05-11,2024-05-11,124,120.82,0
PO006996,S002,P012,2024-05-01,2024-05-06,2024-05-06,245,327.54,0
PO006997,S002,P027,2024-05-01,2024-05-07,2024-05-07,327,942.52,0
PO006998,S001,P018,2024-05-01,2024-05-08,2024-05-08,314,967.35,0
PO006999,S015,P024,2024-05-01,2024-05-19,2024-05-19,386,346.13,0
PO007000,S006,P016,2024-05-01,2024-05-10,2024-05-10,107,627.17,0
PO007001,S010,P013,2024-05-01,2024-05-11,2024-05-11,333,483.27,0
PO007002,S001,P047,2024-05-01,2024-05-07,2024-05-07,175,772.75,0
PO007003,S005,P019,2024-05-01,2024-05-07,2024-05-07,339,339.38,0
PO007004,S006,P025,2024-05-01,2024-05-11,2024-05-11,320,569.37,0
PO007005,S010,P011,2024-05-01,2024-05-09,2024-05-09,438,631.26,0
PO007006,S005,P006,2024-05-01,2024-05-07,2024-05-07,383,69.56,0
PO007007,S005,P027,2024-05-01,2024-05-08,2024-05-08,171,942.52,0
PO007008,S001,P031,2024-05-01,2024-05-08,2024-05-08,139,419.24,0
PO007009,S015,P015,2024-05-01,2024-05-19,2024-05-19,238,612.79,0
PO007010,S007,P036,2024-05-01,2024-05-10,2024-05-10,315,783.63,0
PO007011,S015,P023,2024-05-01,2024-05-19,2024-05-19,334,295.84,0
PO007012,S001,P004,2024-05-01,2024-05-07,2024-05-07,469,105.18,0
PO007013,S006,P039,2024-05-01,2024-05-09,2024-05-09,169,782.71,0
PO007014,S011,P031,2024-05-01,2024-05-21,2024-05-24,255,419.24,3
PO007015,S003,P037,2024-05-01,2024-05-08,2024-05-08,215,55.25,0
PO007016,S008,P041,2024-05-01,2024-05-11,2024-05-14,286,869.95,3
PO007017,S007,P002,2024-05-01,2024-05-09,2024-05-09,426,745.39,0
PO007018,S015,P028,2024-05-01,2024-05-16,2024-05-16,454,618.0,0
PO007019,S008,P025,2024-05-01,2024-05-09,2024-05-09,349,569.37,0
PO007020,S001,P006,2024-05-01,2024-05-08,2024-05-08,220,69.56,0
PO007021,S015,P044,2024-05-01,2024-05-17,2024-05-17,88,743.13,0
PO007022,S015,P024,2024-05-01,2024-05-19,2024-05-19,264,346.13,0
PO007023,S010,P032,2024-05-01,2024-05-09,2024-05-09,125,837.3,0
PO007024,S001,P012,2024-05-01,2024-05-07,2024-05-07,269,327.54,0
PO007025,S002,P039,2024-05-01,2024-05-07,2024-05-07,259,782.71,0
PO007026,S011,P008,2024-05-01,2024-05-21,2024-05-21,246,222.73,0
PO007027,S008,P045,2024-05-01,2024-05-10,2024-05-10,191,892.85,0
PO007028,S012,P027,2024-05-01,2024-05-18,2024-05-23,71,942.52,5
PO007029,S004,P019,2024-05-01,2024-05-08,2024-05-08,270,339.38,0
PO007030,S013,P016,2024-05-01,2024-05-19,2024-05-19,267,627.17,0
PO007031,S010,P031,2024-05-01,2024-05-11,2024-05-11,356,419.24,0
PO007032,S014,P045,2024-05-01,2024-05-18,2024-05-18,290,892.85,0
PO007033,S003,P028,2024-05-01,2024-05-07,2024-05-11,69,618.0,4
PO007034,S001,P049,2024-05-01,2024-05-06,2024-05-06,295,546.6,0
PO007035,S011,P020,2024-05-01,2024-05-16,2024-05-16,446,700.02,0
PO007036,S014,P012,2024-05-01,2024-05-21,2024-05-21,214,327.54,0
PO007037,S015,P025,2024-05-01,2024-05-17,2024-05-26,96,569.37,9
PO007038,S015,P011,2024-05-01,2024-05-21,2024-05-28,248,631.26,7
PO007039,S002,P035,2024-05-01,2024-05-07,2024-05-07,149,120.82,0
PO007040,S003,P035,2024-05-01,2024-05-08,2024-05-08,174,120.82,0
PO007041,S010,P002,2024-05-01,2024-05-13,2024-05-13,300,745.39,0
PO007042,S007,P015,2024-05-01,2024-05-11,2024-05-11,199,612.79,0
PO007043,S014,P005,2024-05-01,2024-05-19,2024-05-19,241,621.06,0
PO007044,S009,P032,2024-05-01,2024-05-09,2024-05-09,415,837.3,0
PO007045,S004,P025,2024-05-01,2024-05-07,2024-05-07,214,569.37,0
PO007046,S004,P044,2024-05-01,2024-05-06,2024-05-06,102,743.13,0
PO007047,S010,P030,2024-05-01,2024-05-12,2024-05-12,419,92.97,0
PO007048,S011,P015,2024-05-01,2024-05-16,2024-05-21,293,612.79,5
PO007049,S001,P049,2024-05-01,2024-05-08,2024-05-08,355,546.6,0
PO007050,S006,P007,2024-05-01,2024-05-11,2024-05-12,74,840.82,1
PO007051,S009,P034,2024-05-01,2024-05-12,2024-05-15,360,183.88,3
PO007052,S004,P036,2024-05-01,2024-05-08,2024-05-08,284,783.63,0
PO007053,S008,P035,2024-05-01,2024-05-09,2024-05-09,407,120.82,0
PO007054,S014,P024,2024-05-01,2024-05-21,2024-05-23,313,346.13,2
PO007055,S014,P046,2024-05-01,2024-05-17,2024-05-17,436,163.61,0
PO007056,S011,P019,2024-05-01,2024-05-21,2024-05-21,112,339.38,0
PO007057,S014,P031,2024-05-01,2024-05-21,2024-05-21,298,419.24,0
PO007058,S015,P010,2024-05-01,2024-05-21,2024-05-21,274,460.35,0
PO007059,S015,P046,2024-05-01,2024-05-21,2024-05-21,463,163.61,0
PO007060,S001,P045,2024-05-01,2024-05-07,2024-05-07,453,892.85,0
PO007061,S006,P014,2024-05-01,2024-05-10,2024-05-19,314,239.69,9
PO007062,S005,P041,2024-05-01,2024-05-06,2024-05-06,423,869.95,0
PO007063,S006,P025,2024-05-01,2024-05-11,2024-05-11,338,569.37,0
PO007064,S008,P047,2024-05-01,2024-05-10,2024-05-10,162,772.75,0
PO007065,S004,P010,2024-05-01,2024-05-07,2024-05-07,218,460.35,0
PO007066,S010,P004,2024-05-01,2024-05-10,2024-05-10,344,105.18,0
PO007067,S010,P034,2024-05-01,2024-05-12,2024-05-12,189,183.88,0
PO007068,S011,P004,2024-05-01,2024-05-18,2024-05-18,304,105.18,0
PO007069,S008,P043,2024-05-01,2024-05-13,2024-05-13,467,345.43,0
PO007070,S010,P011,2024-05-01,2024-05-11,2024-05-11,488,631.26,0
PO007071,S008,P031,2024-05-01,2024-05-10,2024-05-10,366,419.24,0
PO007072,S013,P012,2024-05-01,2024-05-21,2024-05-30,305,327.54,9
PO007073,S003,P044,2024-05-01,2024-05-07,2024-05-07,360,743.13,0
PO007074,S015,P010,2024-05-01,2024-05-18,2024-05-18,153,460.35,0
PO007075,S011,P037,2024-05-01,2024-05-20,2024-05-26,473,55.25,6
PO007076,S013,P049,2024-05-01,2024-05-18,2024-05-18,342,546.6,0
PO007077,S010,P005,2024-05-01,2024-05-10,2024-05-10,340,621.06,0
PO007078,S001,P049,2024-05-01,2024-05-07,2024-05-07,178,546.6,0
PO007079,S007,P027,2024-05-01,2024-05-09,2024-05-09,440,942.52,0
PO007080,S002,P015,2024-05-01,2024-05-08,2024-05-08,116,612.79,0
PO007081,S008,P019,2024-05-01,2024-05-10,2024-05-10,101,339.38,0
PO007082,S009,P045,2024-05-01,2024-05-11,2024-05-11,314,892.85,0
PO007083,S003,P027,2024-05-01,2024-05-08,2024-05-08,81,942.52,0
PO007084,S011,P027,2024-05-01,2024-05-16,2024-05-16,130,942.52,0
PO007085,S004,P011,2024-05-01,2024-05-07,2024-05-07,282,631.26,0
PO007086,S015,P003,2024-05-01,2024-05-18,2024-05-18,210,198.22,0
PO007087,S005,P002,2024-05-01,2024-05-08,2024-05-08,161,745.39,0
PO007088,S006,P020,2024-05-01,2024-05-10,2024-05-10,158,700.02,0
PO007089,S004,P030,2024-05-01,2024-05-07,2024-05-07,52,92.97,0
PO007090,S006,P017,2024-05-01,2024-05-09,2024-05-09,203,111.8,0
PO007091,S003,P017,2024-05-01,2024-05-08,2024-05-08,257,111.8,0
PO007092,S012,P013,2024-05-01,2024-05-20,2024-05-22,96,483.27,2
PO007093,S002,P022,2024-05-01,2024-05-06,2024-05-06,79,82.67,0
PO007094,S010,P008,2024-05-01,2024-05-09,2024-05-09,362,222.73,0
PO007095,S007,P019,2024-05-01,2024-05-09,2024-05-09,143,339.38,0
PO007096,S003,P014,2024-05-01,2024-05-08,2024-05-08,91,239.69,0
PO007097,S002,P027,2024-05-01,2024-05-07,2024-05-07,365,942.52,0
PO007098,S009,P030,2024-05-01,2024-05-11,2024-05-11,68,92.97,0
PO007099,S015,P017,2024-05-01,2024-05-21,2024-05-21,457,111.8,0
PO007100,S015,P028,2024-05-01,2024-05-18,2024-05-24,437,618.0,6
PO007101,S008,P025,2024-05-01,2024-05-13,2024-05-13,400,569.37,0
PO007102,S009,P015,2024-05-01,2024-05-11,2024-05-11,497,612.79,0
PO007103,S004,P049,2024-05-01,2024-05-08,2024-05-08,396,546.6,0
PO007104,S015,P026,2024-05-01,2024-05-19,2024-05-19,260,971.11,0
PO007105,S006,P038,2024-05-01,2024-05-11,2024-05-12,459,721.51,1
PO007106,S009,P010,2024-05-01,2024-05-11,2024-05-11,480,460.35,0
PO007107,S014,P007,2024-05-01,2024-05-18,2024-05-18,135,840.82,0
PO007108,S002,P042,2024-05-01,2024-05-07,2024-05-07,308,364.35,0
PO007109,S012,P025,2024-05-01,2024-05-21,2024-05-21,104,569.37,0
PO007110,S015,P026,2024-05-01,2024-05-21,2024-05-21,355,971.11,0
PO007111,S006,P020,2024-05-01,2024-05-11,2024-05-11,198,700.02,0
PO007112,S003,P045,2024-05-01,2024-05-07,2024-05-07,150,892.85,0
PO007113,S007,P049,2024-05-01,2024-05-11,2024-05-11,490,546.6,0
PO007114,S014,P045,2024-05-01,2024-05-21,2024-05-21,280,892.85,0
PO007115,S013,P021,2024-05-01,2024-05-16,2024-05-16,182,165.94,0
PO007116,S002,P034,2024-05-01,2024-05-07,2024-05-07,420,183.88,0
PO007117,S014,P022,2024-05-01,2024-05-18,2024-05-18,211,82.67,0
PO007118,S001,P024,2024-05-01,2024-05-08,2024-05-08,132,346.13,0
PO007119,S004,P001,2024-05-01,2024-05-06,2024-05-06,391,405.81,0
PO007120,S013,P026,2024-05-01,2024-05-21,2024-05-21,306,971.11,0
PO007121,S006,P034,2024-05-01,2024-05-13,2024-05-13,455,183.88,0
PO007122,S010,P032,2024-05-01,2024-05-10,2024-05-10,100,837.3,0
PO007123,S014,P003,2024-05-01,2024-05-21,2024-05-24,308,198.22,3
PO007124,S007,P015,2024-05-01,2024-05-10,2024-05-10,329,612.79,0
PO007125,S002,P043,2024-05-01,2024-05-06,2024-05-06,195,345.43,0
PO007126,S013,P046,2024-05-01,2024-05-21,2024-05-21,417,163.61,0
PO007127,S002,P034,2024-05-01,2024-05-07,2024-05-07,419,183.88,0
PO007128,S005,P006,2024-05-01,2024-05-07,2024-05-07,140,69.56,0
PO007129,S011,P016,2024-05-01,2024-05-17,2024-05-19,432,627.17,2
PO007130,S007,P039,2024-05-01,2024-05-10,2024-05-10,336,782.71,0
PO007131,S002,P025,2024-05-01,2024-05-07,2024-05-07,83,569.37,0
PO007132,S015,P023,2024-05-01,2024-05-16,2024-05-16,323,295.84,0
PO007133,S013,P032,2024-05-01,2024-05-20,2024-05-26,464,837.3,6
PO007134,S008,P013,2024-05-01,2024-05-09,2024-05-09,328,483.27,0
PO007135,S015,P020,2024-05-01,2024-05-21,2024-05-21,210,700.02,0
PO007136,S001,P048,2024-05-01,2024-05-08,2024-05-08,253,782.42,0
PO007137,S006,P047,2024-05-01,2024-05-09,2024-05-09,101,772.75,0
PO007138,S005,P040,2024-05-01,2024-05-07,2024-05-07,395,390.54,0
PO007139,S009,P015,2024-05-01,2024-05-09,2024-05-13,221,612.79,4
PO007140,S004,P035,2024-05-01,2024-05-06,2024-05-06,80,120.82,0
PO007141,S009,P045,2024-06-01,2024-06-13,2024-06-13,258,892.85,0
PO007142,S006,P020,2024-06-01,2024-06-11,2024-06-11,393,700.02,0
PO007143,S013,P012,2024-06-01,2024-06-18,2024-06-18,327,327.54,0
PO007144,S010,P016,2024-06-01,2024-06-09,2024-06-09,370,627.17,0
PO007145,S010,P018,2024-06-01,2024-06-11,2024-06-11,406,967.35,0
PO007146,S010,P018,2024-06-01,2024-06-12,2024-06-12,54,967.35,0
PO007147,S009,P027,2024-06-01,2024-06-10,2024-06-10,294,942.52,0
PO007148,S014,P002,2024-06-01,2024-06-21,2024-06-21,449,745.39,0
PO007149,S008,P050,2024-06-01,2024-06-12,2024-06-12,380,74.15,0
PO007150,S004,P004,2024-06-01,2024-06-08,2024-06-08,389,105.18,0
PO007151,S010,P024,2024-06-01,2024-06-09,2024-06-09,202,346.13,0
PO007152,S003,P006,2024-06-01,2024-06-06,2024-06-06,420,69.56,0
PO007153,S004,P037,2024-06-01,2024-06-08,2024-06-08,385,55.25,0
PO007154,S013,P037,2024-06-01,2024-06-18,2024-06-18,405,55.25,0
PO007155,S007,P003,2024-06-01,2024-06-12,2024-06-12,213,198.22,0
PO007156,S009,P041,2024-06-01,2024-06-11,2024-06-11,351,869.95,0
PO007157,S013,P001,2024-06-01,2024-06-16,2024-06-22,51,405.81,6
PO007158,S011,P018,2024-06-01,2024-06-17,2024-06-17,490,967.35,0
PO007159,S011,P024,2024-06-01,2024-06-16,2024-06-16,235,346.13,0
PO007160,S005,P023,2024-06-01,2024-06-08,2024-06-08,68,295.84,0
PO007161,S005,P017,2024-06-01,2024-06-06,2024-06-06,153,111.8,0
PO007162,S008,P043,2024-06-01,2024-06-13,2024-06-13,284,345.43,0
PO007163,S014,P015,2024-06-01,2024-06-18,2024-06-18,284,612.79,0
PO007164,S014,P045,2024-06-01,2024-06-16,2024-06-16,400,892.85,0
PO007165,S011,P002,2024-06-01,2024-06-18,2024-06-18,240,745.39,0
PO007166,S010,P050,2024-06-01,2024-06-12,2024-06-12,488,74.15,0
PO007167,S015,P009,2024-06-01,2024-06-19,2024-06-22,403,339.03,3
PO007168,S003,P019,2024-06-01,2024-06-06,2024-06-06,493,339.38,0
PO007169,S012,P014,2024-06-01,2024-06-16,2024-06-16,492,239.69,0
PO007170,S005,P039,2024-06-01,2024-06-07,2024-06-07,272,782.71,0
PO007171,S003,P007,2024-06-01,2024-06-08,2024-06-08,145,840.82,0
PO007172,S006,P047,2024-06-01,2024-06-11,2024-06-11,378,772.75,0
PO007173,S006,P049,2024-06-01,2024-06-10,2024-06-10,180,546.6,0
PO007174,S011,P007,2024-06-01,2024-06-16,2024-06-16,58,840.82,0
PO007175,S011,P011,2024-06-01,2024-06-20,2024-06-20,325,631.26,0
PO007176,S015,P022,2024-06-01,2024-06-18,2024-06-21,427,82.67,3
PO007177,S014,P037,2024-06-01,2024-06-18,2024-06-26,274,55.25,8
PO007178,S008,P042,2024-06-01,2024-06-09,2024-06-09,257,364.35,0
PO007179,S004,P014,2024-06-01,2024-06-07,2024-06-07,129,239.69,0
PO007180,S013,P026,2024-06-01,2024-06-20,2024-06-28,270,971.11,8
PO007181,S002,P003,2024-06-01,2024-06-07,2024-06-07,62,198.22,0
PO007182,S005,P018,2024-06-01,2024-06-08,2024-06-16,489,967.35,8
PO007183,S007,P017,2024-06-01,2024-06-10,2024-06-10,264,111.8,0
PO007184,S015,P030,2024-06-01,2024-06-19,2024-06-19,86,92.97,0
PO007185,S002,P025,2024-06-01,2024-06-06,2024-06-06,267,569.37,0
PO007186,S004,P001,2024-06-01,2024-06-08,2024-06-08,299,405.81,0
PO007187,S003,P041,2024-06-01,2024-06-06,2024-06-06,132,869.95,0
PO007188,S011,P014,2024-06-01,2024-06-21,2024-06-21,53,239.69,0
PO007189,S013,P027,2024-06-01,2024-06-17,2024-06-17,385,942.52,0
PO007190,S005,P024,2024-06-01,2024-06-06,2024-06-06,86,346.13,0
PO007191,S015,P026,2024-06-01,2024-06-19,2024-06-19,88,971.11,0
PO007192,S011,P035,2024-06-01,2024-06-20,2024-06-20,421,120.82,0
PO007193,S013,P009,2024-06-01,2024-06-16,2024-06-23,68,339.03,7
PO007194,S009,P003,2024-06-01,2024-06-13,2024-06-17,415,198.22,4
PO007195,S007,P037,2024-06-01,2024-06-11,2024-06-11,212,55.25,0
PO007196,S004,P046,2024-06-01,2024-06-06,2024-06-06,144,163.61,0
PO007197,S011,P002,2024-06-01,2024-06-16,2024-06-16,72,745.39,0
PO007198,S012,P017,2024-06-01,2024-06-17,2024-06-17,307,111.8,0
PO007199,S009,P006,2024-06-01,2024-06-09,2024-06-09,345,69.56,0
PO007200,S008,P040,2024-06-01,2024-06-09,2024-06-09,248,390.54,0
PO007201,S006,P022,2024-06-01,2024-06-11,2024-06-11,449,82.67,0
PO007202,S013,P013,2024-06-01,2024-06-20,2024-06-22,110,483.27,2
PO007203,S002,P050,2024-06-01,2024-06-07,2024-06-07,70,74.15,0
PO007204,S003,P024,2024-06-01,2024-06-08,2024-06-08,251,346.13,0
PO007205,S008,P010,2024-06-01,2024-06-09,2024-06-09,487,460.35,0
PO007206,S006,P015,2024-06-01,2024-06-11,2024-06-11,241,612.79,0
PO007207,S009,P009,2024-06-01,2024-06-11,2024-06-11,211,339.03,0
PO007208,S006,P001,2024-06-01,2024-06-13,2024-06-13,271,405.81,0
PO007209,S015,P006,2024-06-01,2024-06-21,2024-06-21,168,69.56,0
PO007210,S004,P016,2024-06-01,2024-06-06,2024-06-06,263,627.17,0
PO007211,S007,P015,2024-06-01,2024-06-09,2024-06-09,357,612.79,0
PO007212,S013,P010,2024-06-01,2024-06-21,2024-06-21,474,460.35,0
PO007213,S015,P040,2024-06-01,2024-06-18,2024-06-19,236,390.54,1
PO007214,S007,P036,2024-06-01,2024-06-11,2024-06-11,432,783.63,0
PO007215,S002,P019,2024-06-01,2024-06-06,2024-06-06,492,339.38,0
PO007216,S007,P050,2024-06-01,2024-06-12,2024-06-12,401,74.15,0
PO007217,S013,P037,2024-06-01,2024-06-18,2024-06-24,422,55.25,6
PO007218,S014,P038,2024-06-01,2024-06-19,2024-06-19,335,721.51,0
PO007219,S008,P008,2024-06-01,2024-06-12,2024-06-12,393,222.73,0
PO007220,S014,P021,2024-06-01,2024-06-21,2024-06-30,253,165.94,9
PO007221,S004,P022,2024-06-01,2024-06-08,2024-06-08,232,82.67,0
PO007222,S004,P037,2024-06-01,2024-06-06,2024-06-06,496,55.25,0
PO007223,S011,P005,2024-06-01,2024-06-20,2024-06-20,150,621.06,0
PO007224,S008,P046,2024-06-01,2024-06-09,2024-06-09,140,163.61,0
PO007225,S007,P015,2024-06-01,2024-06-13,2024-06-13,451,612.79,0
PO007226,S006,P016,2024-06-01,2024-06-13,2024-06-13,67,627.17,0
PO007227,S013,P031,2024-06-01,2024-06-17,2024-06-17,150,419.24,0
PO007228,S015,P023,2024-06-01,2024-06-20,2024-06-20,480,295.84,0
PO007229,S009,P007,2024-06-01,2024-06-12,2024-06-12,290,840.82,0
PO007230,S009,P013,2024-06-01,2024-06-10,2024-06-10,474,483.27,0
PO007231,S006,P013,2024-06-01,2024-06-11,2024-06-11,366,483.27,0
PO007232,S005,P015,2024-06-01,2024-06-06,2024-06-06,137,612.79,0
PO007233,S015,P001,2024-06-01,2024-06-21,2024-06-21,271,405.81,0
PO007234,S014,P049,2024-06-01,2024-06-20,2024-06-21,329,546.6,1
PO007235,S001,P050,2024-06-01,2024-06-06,2024-06-06,352,74.15,0
PO007236,S015,P032,2024-06-01,2024-06-16,2024-06-16,386,837.3,0
PO007237,S008,P013,2024-06-01,2024-06-13,2024-06-13,233,483.27,0
PO007238,S011,P030,2024-06-01,2024-06-19,2024-06-19,276,92.97,0
PO007239,S012,P050,2024-06-01,2024-06-21,2024-06-21,412,74.15,0
PO007240,S010,P003,2024-06-01,2024-06-09,2024-06-09,249,198.22,0
PO007241,S005,P020,2024-06-01,2024-06-07,2024-06-07,139,700.02,0
PO007242,S006,P025,2024-06-01,2024-06-12,2024-06-20,287,569.37,8
PO007243,S012,P005,2024-06-01,2024-06-17,2024-06-17,346,621.06,0
PO007244,S005,P047,2024-06-01,2024-06-06,2024-06-06,51,772.75,0
PO007245,S008,P042,2024-06-01,2024-06-13,2024-06-13,495,364.35,0
PO007246,S010,P012,2024-06-01,2024-06-11,2024-06-11,176,327.54,0
PO007247,S015,P021,2024-06-01,2024-06-21,2024-06-21,398,165.94,0
PO007248,S006,P009,2024-06-01,2024-06-11,2024-06-11,133,339.03,0
PO007249,S013,P035,2024-06-01,2024-06-20,2024-06-20,168,120.82,0
PO007250,S009,P005,2024-06-01,2024-06-11,2024-06-11,263,621.06,0
PO007251,S003,P002,2024-06-01,2024-06-07,2024-06-07,92,745.39,0
PO007252,S013,P039,2024-06-01,2024-06-20,2024-06-20,384,782.71,0
PO007253,S005,P048,2024-06-01,2024-06-07,2024-06-07,140,782.42,0
PO007254,S015,P040,2024-06-01,2024-06-16,2024-06-16,161,390.54,0
PO007255,S012,P047,2024-06-01,2024-06-19,2024-06-24,420,772.75,5
PO007256,S009,P026,2024-06-01,2024-06-11,2024-06-11,108,971.11,0
PO007257,S007,P018,2024-06-01,2024-06-12,2024-06-12,294,967.35,0
PO007258,S003,P028,2024-06-01,2024-06-08,2024-06-08,422,618.0,0
PO007259,S002,P008,2024-06-01,2024-06-06,2024-06-06,67,222.73,0
PO007260,S011,P031,2024-06-01,2024-06-19,2024-06-19,285,419.24,0
PO007261,S010,P029,2024-06-01,2024-06-11,2024-06-11,290,134.07,0
PO007262,S012,P004,2024-06-01,2024-06-20,2024-06-20,140,105.18,0
PO007263,S010,P050,2024-06-01,2024-06-13,2024-06-19,84,74.15,6
PO007264,S003,P007,2024-06-01,2024-06-06,2024-06-06,149,840.82,0
PO007265,S002,P039,2024-06-01,2024-06-08,2024-06-08,195,782.71,0
